cadmium,aluminium,chromium,perchlorate,chloramine,arsenic,viruses,radium,lead,uranium,nitrites,barium,flouride,ammonia,selenium,bacteria,silver,is_safe
0.04,0.1,0.09,1.38,0.04,0.09,0.69,0.97,0.005,0.05,1.56,1.25,0.64,18.74,0.07,0.69,0.08,0
0.09,0.02,0.06,5.39,0.11,0.05,0.004,0.29,0.172,0.08,1.9,0.09,1.44,15.23,0.05,0.34,0.0,0
0.003,4.79,0.28,35.86,4.38,0.03,0.5,7.77,0.196,0.06,1.23,3.48,0.5,5.36,0.07,0.5,0.12,1
0.02,1.13,0.58,51.32,5.4,0.32,0.73,7.92,0.111,0.04,1.97,2.87,0.21,23.77,0.09,0.73,0.29,0
0.004,4.2,0.25,16.41,2.32,0.03,0.0,7.9,0.188,0.08,1.58,2.83,0.53,6.7,0.07,0.0,0.13,1
0.006,0.07,0.89,6.24,7.52,0.05,0.002,4.15,0.11,0.02,1.79,0.17,0.32,10.38,0.01,0.31,0.1,1
0.009,2.25,0.64,26.12,5.67,0.01,0.0,7.76,0.062,0.09,1.26,3.73,0.27,11.64,0.06,0.0,0.03,1
0.008,3.97,0.4,4.89,1.09,0.02,0.57,2.38,0.109,0.02,1.99,2.3,1.31,26.15,0.05,0.57,0.22,1
0.002,0.17,0.5,1.22,0.17,0.01,0.59,3.61,0.042,0.02,1.68,0.42,0.67,21.68,0.05,0.59,0.05,1
0.06,1.21,0.44,46.96,2.73,0.76,0.001,2.08,0.059,0.08,1.97,1.75,0.28,29.27,0.06,0.19,0.5,0
0.007,4.33,0.87,27.63,3.3,0.02,0.0,4.67,0.07,0.06,1.36,1.63,0.43,29.04,0.07,0.0,0.27,0
0.03,0.61,0.27,11.21,7.99,0.55,0.89,3.37,0.005,0.0,1.72,4.49,1.39,27.83,0.08,0.89,0.13,0
0.01,0.02,0.06,2.46,0.08,0.05,0.001,0.48,0.059,0.03,0.69,0.1,0.46,28.29,0.01,0.0,0.06,0
0.006,3.75,0.38,5.73,1.12,0.04,0.57,1.08,0.101,0.01,1.04,1.87,1.09,17.69,0.04,0.57,0.03,1
0.08,0.09,0.02,0.44,0.39,0.08,0.002,0.97,0.11,0.02,1.79,0.51,0.32,9.98,0.01,0.31,0.03,0
0.006,1.44,0.19,21.67,3.04,0.03,0.65,6.36,0.194,0.04,1.53,1.68,0.59,5.52,0.09,0.65,0.4,1
0.008,4.03,0.32,17.62,1.84,0.05,0.005,2.08,0.192,0.05,1.38,0.34,0.22,25.54,0.06,0.21,0.11,1
0.11,4.34,0.5,42.6,0.45,0.39,0.59,3.61,0.042,0.02,1.77,0.95,0.67,21.58,0.05,0.0,0.05,1
0.008,2.46,0.57,26.27,5.87,0.001,0.0,4.53,0.072,0.02,1.95,1.09,0.95,9.9,0.02,0.0,0.11,1
0.06,0.1,0.28,46.44,8.47,0.12,0.003,7.29,0.185,0.01,1.58,2.64,0.45,14.2,0.07,0.36,0.02,0
0.05,0.1,0.06,1.69,0.06,0.04,0.002,0.26,0.083,0.04,0.27,1.1,1.25,21.52,0.05,0.0,0.0,0
0.005,0.31,0.8,22.32,5.37,0.01,0.0,0.2,0.138,0.06,1.93,0.28,0.96,26.81,0.01,0.45,0.01,0
0.001,2.36,0.7,28.19,5.83,0.01,0.0,0.15,0.16,0.04,1.27,0.1,0.95,18.71,0.05,0.0,0.38,1
0.08,0.1,0.01,6.66,0.04,0.1,0.67,0.58,0.182,0.0,1.25,2.34,1.0,6.79,0.07,0.67,0.07,0
0.001,2.42,0.03,43.4,6.2,0.03,0.005,3.36,0.152,0.06,1.48,1.99,1.0,2.15,0.07,0.18,0.27,0
0.001,0.36,0.83,1.56,5.21,0.04,0.0,2.84,0.089,0.06,1.91,2.24,0.64,9.62,0.04,0.0,0.41,1
0.04,2.3,0.16,16.57,1.85,0.84,0.52,5.84,0.022,0.07,2.42,1.64,0.08,7.7,0.05,0.52,0.41,0
0.08,0.08,0.44,55.86,8.54,0.83,0.001,3.54,0.001,0.05,1.69,1.21,1.14,6.98,0.08,0.41,0.17,0
0.004,3.45,0.79,28.21,1.89,0.01,0.0,2.94,0.194,0.09,1.34,1.51,1.42,24.62,0.01,0.0,0.14,1
0.001,0.92,0.14,7.24,7.24,0.03,0.91,6.44,0.027,0.08,1.47,0.6,1.31,21.9,0.04,0.91,0.01,1
0.06,0.04,0.11,51.57,3.52,0.28,0.005,4.29,0.001,0.08,2.11,4.27,0.27,23.49,0.02,0.26,0.42,0
0.01,0.06,0.04,0.84,0.01,0.09,0.003,1.42,0.095,0.07,0.17,0.86,1.34,5.58,0.01,0.0,0.02,1
0.003,3.62,0.45,23.25,7.06,0.001,0.002,4.39,0.149,0.03,1.69,0.58,0.45,3.82,0.1,0.24,0.33,1
0.09,0.01,0.02,4.26,0.1,0.02,0.001,6.46,0.124,0.0,0.95,1.64,0.54,14.82,0.03,0.0,0.0,0
0.01,0.07,0.06,0.03,0.09,0.02,0.64,2.3,0.044,0.05,0.26,3.52,0.32,19.21,0.08,0.0,0.02,0
0.11,0.08,0.29,35.07,2.39,0.86,0.007,3.41,0.19,0.04,1.44,1.04,0.31,13.9,0.04,0.01,0.09,0
0.06,0.05,0.06,1.7,0.58,0.06,0.0,6.96,0.097,0.03,1.45,2.35,0.4,5.86,0.05,0.0,0.08,0
0.002,0.0,0.89,56.24,4.26,0.02,0.0,4.06,0.099,0.07,1.25,2.4,0.29,16.81,0.06,0.29,0.3,0
0.11,0.09,0.86,3.41,3.55,0.87,0.89,5.03,0.001,0.02,1.85,0.92,1.38,11.42,0.0,0.89,0.49,0
0.02,0.34,0.11,17.27,3.17,0.16,0.0,2.18,0.071,0.02,2.01,0.61,0.36,13.64,0.04,0.0,0.01,1
0.12,3.6,0.34,6.99,0.09,0.53,0.0,2.73,0.122,0.08,1.08,2.07,1.29,25.94,0.04,0.0,0.03,0
0.06,0.09,0.07,1.26,0.23,0.05,0.008,1.86,0.121,0.0,1.57,0.27,1.38,21.04,0.04,0.13,0.03,0
0.06,0.03,0.52,51.42,1.3,0.79,0.61,0.05,0.001,0.02,1.52,2.79,0.59,25.11,0.03,0.61,0.05,1
0.05,0.03,0.05,4.03,0.13,0.03,0.0,0.25,0.003,0.09,0.97,0.48,0.11,12.22,0.05,0.0,0.07,0
0.08,0.03,0.05,1.07,0.02,0.04,0.0,4.68,0.054,0.02,1.38,1.11,0.05,8.13,0.08,0.2,0.06,0
0.11,0.06,0.36,17.06,0.71,0.09,0.007,1.15,0.142,0.02,1.68,0.73,1.03,28.13,0.09,0.44,0.42,0
0.05,0.02,0.1,0.54,0.06,0.04,0.96,0.69,0.119,0.02,2.08,0.7,1.07,3.33,0.02,0.96,0.02,0
0.03,0.09,0.05,1.44,0.22,0.04,0.005,0.84,0.012,0.08,0.39,0.9,0.27,22.3,0.07,0.0,0.01,1
0.005,0.41,0.8,6.86,0.6,0.02,0.69,1.79,0.194,0.01,1.54,0.77,1.31,14.52,0.06,0.69,0.42,1
0.02,2.74,0.41,42.67,6.47,0.3,0.008,7.53,0.122,0.05,1.64,1.11,0.7,17.25,0.05,0.0,0.15,0
0.005,0.21,0.49,16.74,3.17,0.04,0.8,7.01,0.121,0.07,1.81,3.49,0.58,8.11,0.08,0.8,0.11,1
0.009,0.15,0.86,39.6,3.42,0.01,0.005,3.6,0.043,0.05,1.13,2.38,1.39,29.1,0.04,0.09,0.12,0
0.003,1.09,0.38,33.17,1.27,0.04,0.007,2.97,0.02,0.02,1.38,0.69,0.72,17.55,0.06,0.25,0.1,1
0.02,0.04,0.0,1.35,0.1,0.04,0.001,4.1,0.144,0.02,0.18,0.28,0.7,13.28,0.06,0.08,0.01,1
0.007,0.3,0.35,16.99,6.11,0.001,0.67,4.12,0.136,0.01,1.73,2.5,0.89,0.44,0.09,0.67,0.42,1
0.04,0.09,0.08,7.65,0.07,0.09,0.008,0.33,0.042,0.02,0.49,0.68,1.37,22.72,0.07,0.09,0.02,0
0.09,0.03,0.01,0.55,0.39,0.09,0.008,1.69,0.163,0.06,0.95,2.71,0.22,5.47,0.04,0.0,0.05,0
0.06,0.05,0.06,3.59,0.66,0.09,0.0,0.35,0.115,0.01,2.54,0.75,0.71,7.75,0.08,0.0,0.05,0
0.06,0.1,0.04,1.85,0.32,0.08,0.59,2.2,0.119,0.05,1.35,0.23,0.79,10.15,0.08,0.0,0.09,0
0.004,2.75,0.89,12.21,6.12,0.03,0.0,2.69,0.037,0.0,1.26,1.69,1.43,3.82,0.09,0.0,0.49,1
0.09,0.09,0.09,0.24,0.03,0.09,0.009,1.9,0.159,0.0,1.44,0.29,1.45,7.96,0.04,0.42,0.09,0
0.08,0.0,0.09,12.05,0.64,0.07,0.5,1.84,0.106,0.01,1.82,0.68,0.58,9.22,0.03,0.5,0.05,0
0.004,2.55,0.82,11.0,7.7,0.04,0.77,1.53,0.112,0.06,1.34,2.8,1.2,20.81,0.01,0.77,0.27,1
0.007,3.99,0.43,25.05,6.69,0.001,0.0,4.9,0.198,0.01,1.99,3.64,0.32,9.06,0.06,0.0,0.16,1
0.002,0.43,0.25,4.14,7.12,0.03,0.74,2.63,0.145,0.06,1.17,0.45,0.07,26.42,0.08,0.74,0.22,1
0.12,4.58,0.11,7.34,6.58,0.45,0.002,6.69,0.15,0.04,1.93,1.68,1.08,0.17,0.04,0.0,0.06,0
0.05,0.09,0.04,7.51,0.08,0.03,0.005,1.98,0.188,0.07,1.08,0.79,1.32,23.13,0.0,0.1,0.07,0
0.12,0.65,0.44,22.01,4.23,0.68,0.009,1.34,0.128,0.07,1.98,2.74,0.45,24.11,0.01,0.38,0.13,0
0.002,0.8,0.2,35.76,0.89,0.03,0.96,3.42,0.158,0.03,1.64,3.16,0.53,13.59,0.03,0.96,0.15,1
0.008,0.02,0.11,29.22,6.34,0.01,0.001,6.02,0.147,0.07,1.76,2.27,1.06,22.48,0.03,0.07,0.35,0
0.008,2.14,0.76,30.25,7.96,0.04,0.59,0.51,0.152,0.07,1.12,0.48,0.52,12.66,0.03,0.59,0.35,1
0.002,0.17,0.18,24.65,1.53,0.03,0.0,5.49,0.041,0.06,1.12,2.75,0.54,23.21,0.03,0.01,0.09,0
0.006,3.26,0.77,16.91,0.26,0.04,0.0,2.06,0.046,0.07,1.44,2.19,0.04,22.23,0.1,0.0,0.07,1
0.05,0.07,0.08,3.63,0.2,0.09,0.006,0.41,0.123,0.03,0.37,0.83,0.66,9.24,0.04,0.0,0.05,1
0.007,0.12,0.48,33.01,0.71,0.04,0.005,4.51,0.112,0.02,1.62,3.88,0.74,14.13,0.06,0.19,0.05,1
0.01,0.08,0.0,13.32,0.2,0.09,0.003,0.64,0.051,0.08,1.42,0.24,0.97,11.44,0.04,0.49,0.02,0
0.06,0.09,0.06,2.54,0.2,0.1,0.62,0.15,0.166,0.05,1.03,0.0,0.27,11.63,0.0,0.62,0.09,0
0.1,0.03,0.15,39.3,7.59,1.02,0.99,4.74,0.13,0.03,1.61,4.27,1.41,23.09,0.01,0.99,0.03,1
0.07,0.09,0.89,48.55,7.54,0.16,0.002,4.15,0.11,0.02,2.08,0.39,0.32,10.28,0.01,0.31,0.1,1
0.03,0.03,0.01,30.27,6.59,0.77,0.77,0.22,0.174,0.09,1.18,4.47,1.14,5.28,0.04,0.77,0.06,0
0.001,2.23,0.86,3.24,1.53,0.02,0.67,1.27,0.182,0.0,1.15,3.03,1.0,25.59,0.07,0.67,0.4,1
0.07,0.06,0.03,3.03,0.06,0.06,0.007,0.89,0.097,0.01,0.61,1.58,1.43,22.9,0.05,0.0,0.04,1
0.0,0.07,0.06,0.02,0.2,0.04,0.001,0.66,0.015,0.01,0.89,0.91,1.21,5.7,0.09,0.0,0.0,1
0.1,2.97,0.21,46.91,2.35,0.55,0.001,0.87,0.06,0.05,1.41,3.31,1.36,12.39,0.03,0.0,0.27,0
0.05,2.95,0.37,5.04,4.65,0.11,0.0,7.6,0.194,0.02,1.42,3.77,1.19,1.56,0.08,0.0,0.48,0
0.03,3.92,0.07,46.3,3.21,0.85,0.61,0.32,0.123,0.01,1.81,3.86,0.08,15.62,0.03,0.61,0.06,1
0.001,2.45,0.06,4.79,1.82,0.03,0.0,0.7,0.015,0.07,1.33,0.78,1.15,12.38,0.01,0.0,0.23,1
0.05,4.46,0.03,8.05,6.36,0.7,0.73,3.63,0.18,0.01,1.77,1.56,0.43,28.6,0.02,0.73,0.12,0
0.06,0.06,0.01,4.05,0.08,0.03,0.0,0.94,0.104,0.01,1.67,0.23,1.21,12.55,0.1,0.0,0.04,0
0.03,2.22,0.38,45.46,4.3,0.98,0.63,7.46,0.026,0.0,1.92,4.75,0.12,21.94,0.07,0.63,0.3,0
0.008,1.56,0.21,4.72,3.41,0.02,0.003,6.6,0.095,0.07,1.35,0.78,1.34,6.47,0.01,0.22,0.42,1
0.002,2.38,0.08,47.49,6.13,0.04,0.68,1.06,0.151,0.03,1.07,2.36,0.57,1.44,0.1,0.68,0.07,1
0.008,0.4,0.44,45.25,4.8,0.03,0.0,6.55,0.014,0.04,1.04,0.15,0.9,10.11,0.1,0.0,0.19,0
0.08,0.03,0.09,3.21,0.63,0.05,0.007,2.45,0.166,0.07,0.6,2.17,0.23,10.98,0.07,0.0,0.03,0
0.005,2.61,0.13,38.64,2.0,0.03,0.76,2.6,0.069,0.03,1.19,3.5,1.34,20.18,0.0,0.76,0.37,0
0.01,1.77,0.28,34.69,6.79,0.34,0.79,1.1,0.198,0.06,1.44,1.02,0.45,7.77,0.0,0.0,0.33,0
0.04,0.0,0.06,0.49,0.05,0.07,0.96,0.87,0.119,0.02,1.98,0.94,1.07,18.33,0.02,0.96,0.04,0
0.02,0.01,0.54,27.62,0.06,0.63,0.001,7.03,0.124,0.0,1.25,3.03,0.54,15.08,0.03,0.31,0.08,0
0.08,0.09,0.06,0.08,0.17,0.06,0.004,0.29,0.199,0.08,1.7,0.37,0.97,0.01,0.07,0.24,0.02,0
0.007,1.77,0.1,6.17,2.05,0.001,0.91,3.69,0.073,0.0,1.91,3.33,0.95,21.15,0.04,0.91,0.37,1
0.001,4.13,0.06,21.0,6.3,0.05,0.0,3.59,0.044,0.09,1.8,1.48,0.08,14.07,0.02,0.0,0.37,1
0.0,0.04,0.09,2.42,0.43,0.01,0.0,1.66,0.089,0.05,1.94,2.84,0.04,10.21,0.06,0.0,0.05,0
0.01,0.09,0.01,0.81,0.11,0.08,0.0,1.34,0.157,0.04,2.27,2.61,0.73,0.04,0.03,0.0,0.1,0
0.004,0.17,0.71,4.8,4.93,0.05,0.0,7.16,0.034,0.09,1.15,3.87,1.32,12.03,0.02,0.0,0.21,1
0.01,3.47,0.2,40.09,2.43,0.33,0.68,2.61,0.089,0.04,1.34,1.81,1.43,19.62,0.03,0.68,0.08,0
0.007,4.15,0.76,36.32,3.15,0.03,0.002,1.2,0.123,0.06,1.84,2.55,0.04,0.85,0.07,0.13,0.33,1
0.008,1.27,0.19,41.53,6.43,0.05,0.0,4.71,0.158,0.07,1.34,0.75,1.35,10.06,0.01,0.0,0.22,1
0.006,0.58,0.28,29.0,6.07,0.02,0.0,1.7,0.035,0.05,1.1,0.74,0.78,27.8,0.07,0.0,0.37,1
0.07,0.1,0.06,0.09,0.11,0.04,0.74,1.12,0.074,0.03,0.06,0.58,0.91,19.05,0.05,0.0,0.02,0
0.09,0.02,0.09,1.88,0.12,0.09,0.002,0.55,0.059,0.06,0.94,0.34,0.43,23.34,0.03,0.46,0.02,0
0.005,0.87,0.65,3.43,7.79,0.03,0.005,2.39,0.063,0.05,1.39,0.96,0.84,27.35,0.05,0.33,0.26,1
0.08,0.1,0.33,25.76,7.57,0.14,0.007,2.52,0.152,0.03,2.0,0.43,1.43,26.31,0.05,0.37,0.23,0
0.06,0.09,0.05,6.87,0.02,0.02,0.003,0.83,0.08,0.06,1.47,0.64,1.43,18.1,0.02,0.43,0.03,0
0.04,0.97,0.69,27.28,2.91,0.17,0.0,2.41,0.117,0.02,1.38,0.43,0.61,24.23,0.02,0.0,0.06,1
0.008,0.06,0.54,46.0,0.83,0.05,0.0,4.85,0.175,0.02,1.58,2.76,0.93,2.05,0.01,0.0,0.27,1
0.007,1.21,0.56,5.67,1.83,0.04,0.0,1.45,0.076,0.02,1.21,0.7,0.13,0.65,0.05,0.17,0.12,1
0.1,4.88,0.53,52.59,1.55,0.09,0.93,6.6,0.076,0.05,1.12,0.48,0.88,26.2,0.05,0.93,0.34,0
0.05,0.01,0.07,5.33,0.06,0.09,0.58,3.03,0.144,0.01,0.43,0.64,1.43,9.82,0.05,0.0,0.09,0
0.04,0.07,0.07,1.2,0.07,0.05,0.009,0.93,0.075,0.02,0.45,0.65,1.43,17.2,0.0,0.16,0.04,0
0.07,0.06,0.01,11.97,0.05,0.09,0.007,0.07,0.091,0.04,1.0,2.36,1.17,9.64,0.03,0.43,0.04,0
0.007,1.14,0.76,11.2,1.77,0.01,0.96,2.18,0.119,0.02,1.98,1.07,1.07,18.64,0.02,0.96,0.15,1
0.004,0.05,0.54,34.55,6.82,0.03,0.008,6.0,0.176,0.04,1.1,1.28,1.27,20.11,0.07,0.23,0.31,0
0.008,0.19,0.34,56.89,7.59,0.02,0.002,2.74,0.065,0.06,1.89,0.71,1.14,0.75,0.02,0.22,0.18,1
0.005,1.05,0.04,0.54,0.88,0.01,0.72,3.52,0.1,0.02,1.32,2.13,1.19,13.34,0.04,0.72,0.42,1
0.09,0.05,0.08,0.52,0.52,0.02,0.002,0.16,0.014,0.02,0.81,0.41,0.79,9.31,0.01,0.0,0.01,1
0.1,0.03,0.59,30.34,2.04,0.09,0.66,0.4,0.001,0.03,1.71,3.1,0.12,17.92,0.0,0.66,0.08,1
0.001,3.87,0.07,5.54,3.16,0.02,0.0,0.32,0.123,0.01,1.72,3.28,0.08,15.72,0.03,0.0,0.06,1
0.02,0.07,0.06,6.37,0.03,0.02,0.001,0.93,0.033,0.04,1.34,0.8,0.87,10.73,0.08,0.17,0.08,0
0.006,2.33,0.46,12.48,6.06,0.04,0.51,4.54,0.093,0.08,1.88,2.76,0.75,29.23,0.07,0.51,0.38,1
0.007,0.09,0.2,8.7,5.61,0.04,0.72,3.22,0.013,0.09,1.22,3.16,0.15,25.93,0.06,0.72,0.07,1
0.001,4.95,0.56,26.15,4.07,0.01,0.87,1.01,0.097,0.08,1.29,0.2,1.26,2.83,0.07,0.87,0.16,1
0.09,0.05,0.08,0.55,0.03,0.01,0.74,0.13,0.012,0.0,0.52,0.68,0.4,18.62,0.06,0.0,0.02,0
0.006,0.27,0.84,50.87,4.43,0.001,0.008,4.14,0.045,0.01,1.22,1.99,1.01,19.07,0.01,0.19,0.02,1
0.01,0.02,0.06,2.29,0.04,0.05,0.57,1.18,0.088,0.02,1.39,0.79,0.72,0.12,0.03,0.57,0.01,0
0.09,0.08,0.04,3.09,0.36,0.06,0.007,0.11,0.097,0.01,1.45,1.19,1.43,22.94,0.05,0.32,0.09,0
0.008,0.05,0.24,13.74,2.69,0.01,0.0,4.16,0.114,0.06,1.43,0.57,1.16,23.99,0.05,0.0,0.49,1
0.004,0.01,0.29,8.33,3.4,0.001,0.53,6.53,0.175,0.02,1.09,3.76,0.32,8.17,0.01,0.53,0.32,0
0.03,0.0,0.02,0.89,0.46,0.0,0.009,0.5,0.031,0.08,0.82,3.34,1.48,26.51,0.09,0.34,0.09,0
0.003,0.11,0.33,43.93,7.24,0.02,0.0,7.38,0.088,0.06,1.1,0.83,1.31,13.69,0.1,0.0,0.35,0
0.003,0.02,0.69,35.17,3.45,0.04,0.006,0.66,0.123,0.03,1.61,1.4,0.66,9.9,0.04,0.3,0.05,1
0.002,4.29,0.5,1.22,0.17,0.01,0.59,3.61,0.042,0.02,1.68,0.42,0.67,21.68,0.05,0.59,0.05,1
0.003,0.21,0.13,17.62,1.07,0.01,0.004,2.65,0.181,0.01,1.79,3.15,0.98,27.52,0.07,0.28,0.4,0
0.07,0.03,0.41,29.57,6.78,0.6,0.008,2.48,0.088,0.02,1.99,1.42,0.82,28.72,0.05,0.48,0.1,1
0.008,4.48,0.14,30.91,6.11,0.05,0.003,2.12,0.1,0.04,1.67,2.74,1.44,11.84,0.02,0.15,0.49,1
0.003,0.16,0.38,33.17,1.27,0.04,0.007,2.97,0.02,0.02,1.38,0.69,0.72,17.55,0.06,0.25,0.1,1
0.02,0.06,0.06,6.03,0.47,0.09,0.84,1.65,0.028,0.05,0.12,0.77,0.44,18.32,0.02,0.0,0.06,0
0.06,0.02,0.04,0.39,0.3,0.0,0.69,1.43,0.182,0.05,1.47,1.83,0.26,14.71,0.01,0.0,0.04,0
0.02,0.09,0.04,1.82,0.05,0.02,0.003,4.63,0.089,0.03,2.2,0.62,0.43,0.42,0.03,0.04,0.08,0
0.06,0.08,0.06,0.49,0.19,0.08,0.0,0.57,0.185,0.07,2.26,0.68,1.05,7.94,0.05,0.0,0.05,0
0.006,0.02,0.65,25.23,7.44,0.05,0.75,2.86,0.153,0.07,1.99,3.75,0.01,12.69,0.01,0.75,0.23,0
0.09,0.08,0.03,8.12,0.01,0.08,0.007,2.49,0.132,0.04,0.53,0.69,0.64,2.81,0.06,0.0,0.04,1
0.007,4.91,0.29,11.36,4.43,0.02,0.0,3.34,0.075,0.02,1.03,0.92,1.43,17.32,0.0,0.0,0.07,1
0.06,0.03,0.0,1.32,0.12,0.04,0.007,0.5,0.148,0.02,0.96,0.81,0.81,7.63,0.03,0.0,0.09,1
0.008,1.36,0.36,3.23,0.63,0.04,0.007,1.15,0.142,0.02,1.52,0.29,1.03,28.23,0.09,0.44,0.42,1
0.06,0.1,0.01,2.11,0.42,0.08,0.008,0.19,0.177,0.08,0.63,0.19,1.28,2.97,0.01,0.0,0.01,0
0.02,0.02,0.03,0.14,0.24,0.09,0.89,6.7,0.09,0.09,1.69,0.93,0.78,18.79,0.01,0.89,0.06,0
0.04,0.09,0.0,17.68,6.22,0.53,0.005,1.67,0.005,0.03,2.01,0.87,0.24,14.86,0.04,0.15,0.0,1
0.004,0.05,0.77,15.08,3.35,0.02,0.008,2.35,0.085,0.03,1.88,3.25,0.22,27.89,0.09,0.25,0.09,0
0.02,0.08,0.06,0.35,0.4,0.06,0.8,0.88,0.164,0.06,1.53,1.16,0.33,23.62,0.05,0.8,0.01,0
0.003,0.05,0.09,47.29,4.4,0.05,0.007,4.85,0.185,0.02,1.89,2.76,0.49,24.07,0.06,0.14,0.18,0
0.12,3.02,0.69,24.7,0.76,0.41,0.003,4.25,0.197,0.01,1.09,2.77,0.8,8.27,0.05,0.1,0.22,0
0.01,0.08,0.7,2.67,1.83,0.04,0.002,0.53,0.174,0.07,1.72,2.94,0.48,0.91,0.05,0.29,0.21,0
0.008,0.42,0.83,13.9,0.9,0.01,0.007,4.86,0.184,0.05,1.21,0.65,0.15,3.22,0.0,0.23,0.21,1
0.07,0.08,0.04,0.17,0.01,0.05,0.68,0.61,0.182,0.07,1.2,1.65,0.66,27.15,0.01,0.68,0.04,0
0.004,0.31,0.54,25.36,4.59,0.04,0.0,1.84,0.113,0.0,1.6,0.48,0.33,1.91,0.02,0.0,0.11,1
0.001,4.13,0.34,38.32,1.77,0.02,0.001,3.97,0.089,0.06,1.07,3.91,0.61,0.59,0.04,0.21,0.32,1
0.11,0.36,0.48,14.96,2.18,0.96,0.84,3.6,0.001,0.05,2.07,3.52,0.09,15.06,0.03,0.84,0.42,0
0.07,0.24,0.52,16.81,4.36,1.02,0.007,6.49,0.039,0.03,2.01,3.98,1.45,21.04,0.06,0.44,0.33,0
0.004,4.19,0.28,24.83,2.47,0.01,0.0,4.03,0.096,0.08,1.42,1.37,0.28,0.68,0.03,0.0,0.37,1
0.006,0.01,0.03,49.53,1.78,0.04,0.008,2.73,0.113,0.04,1.4,1.47,0.26,18.97,0.09,0.07,0.11,0
0.09,0.0,0.05,7.14,0.04,0.07,0.002,0.17,0.136,0.02,0.27,0.82,0.44,27.11,0.09,0.0,0.09,0
0.04,1.14,0.38,45.06,1.45,0.35,0.007,2.97,0.02,0.02,1.55,1.32,0.72,17.45,0.06,0.0,0.1,1
0.005,0.18,0.87,24.25,4.05,0.02,0.71,0.62,0.162,0.03,1.35,0.92,1.18,10.29,0.07,0.71,0.06,1
0.06,0.1,0.02,2.12,0.17,0.01,0.0,4.13,0.008,0.04,2.16,0.2,0.74,0.3,0.0,0.0,0.0,0
0.03,1.26,0.71,52.6,1.71,0.42,0.99,2.18,0.113,0.06,1.61,3.08,1.41,17.49,0.04,0.99,0.24,0
0.01,0.04,0.09,0.31,0.49,0.09,0.0,0.56,0.115,0.06,2.25,0.23,1.18,0.8,0.01,0.0,0.02,0
0.09,0.22,0.2,8.81,0.32,0.9,0.61,3.55,0.127,0.03,1.93,4.28,0.24,10.96,0.07,0.61,0.04,1
0.003,2.5,0.36,44.16,0.83,0.02,0.71,4.01,0.09,0.03,1.44,0.9,0.11,16.32,0.06,0.71,0.23,1
0.03,0.04,0.06,0.1,0.12,0.04,0.84,2.37,0.139,0.07,0.48,0.86,0.1,20.86,0.08,0.0,0.09,0
0.005,0.03,0.04,0.54,0.88,0.01,0.72,3.52,0.1,0.02,1.32,2.13,1.19,13.34,0.04,0.72,0.42,0
0.002,0.29,0.7,37.15,4.13,0.04,0.55,0.25,0.164,0.09,1.49,2.34,0.89,5.43,0.08,0.55,0.01,0
0.12,3.37,0.23,8.68,6.24,0.37,0.0,4.29,0.049,0.0,2.21,4.0,1.16,21.74,0.07,0.0,0.08,1
0.001,3.05,0.01,13.89,4.22,0.01,0.001,0.18,0.021,0.05,1.48,0.8,0.24,5.71,0.02,0.49,0.18,1
0.002,0.23,0.2,16.47,6.83,0.05,0.0,1.34,0.157,0.04,1.84,3.89,0.73,10.42,0.03,0.0,0.06,1
0.002,3.57,0.66,6.85,0.63,0.04,0.0,1.57,0.097,0.07,1.63,1.16,0.55,28.81,0.08,0.0,0.13,1
0.007,3.95,0.01,2.43,7.17,0.04,0.004,5.26,0.188,0.03,1.84,0.73,1.43,3.2,0.06,0.35,0.47,1
0.08,3.12,0.12,51.42,1.94,0.04,0.0,5.01,0.102,0.03,1.95,1.29,0.31,25.42,0.02,0.43,0.2,0
0.004,3.59,0.78,6.39,6.0,0.04,0.007,1.27,0.192,0.06,1.44,2.88,0.29,19.74,0.05,0.02,0.11,1
0.006,0.0,0.37,0.8,4.06,0.02,0.0,6.7,0.054,0.04,1.19,0.57,0.69,22.91,0.09,0.0,0.37,1
0.1,0.0,0.09,0.32,0.13,0.05,0.79,5.44,0.044,0.03,0.49,0.61,0.1,23.34,0.04,0.0,0.03,0
0.002,2.54,0.18,4.32,4.52,0.01,0.55,4.82,0.17,0.01,1.51,1.17,0.78,27.03,0.04,0.55,0.15,1
0.01,0.01,0.08,0.23,0.32,0.07,0.66,1.21,0.124,0.02,0.64,0.67,0.17,11.7,0.07,0.0,0.05,0
0.09,0.02,0.05,0.11,0.04,0.0,0.8,2.94,0.164,0.06,0.69,0.74,0.33,23.35,0.05,0.0,0.02,0
0.02,0.03,0.02,1.28,0.04,0.08,0.0,0.21,0.107,0.0,1.54,0.91,1.5,1.37,0.07,0.0,0.06,0
0.002,2.89,0.62,31.62,2.5,0.01,0.008,4.54,0.052,0.02,1.61,0.7,1.11,26.86,0.06,0.2,0.48,1
0.001,1.12,0.3,34.99,7.38,0.01,0.6,1.75,0.193,0.04,1.25,2.2,0.03,8.38,0.01,0.6,0.04,1
0.001,3.82,0.23,14.98,3.85,0.01,0.008,6.13,0.123,0.05,1.13,0.84,1.47,13.59,0.03,0.05,0.48,1
0.008,0.24,0.56,29.3,6.26,0.03,0.008,2.59,0.091,0.05,1.85,0.67,0.66,17.63,0.02,0.07,0.18,0
