aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
1.39,9.01,0.02,0.78,0.007,1.8,0.27,0.83,0.48,0.43,0.003,0.124,1.67,1.88,0.003,45.85,2.07,0.06,0.31,0.03,1
0.08,16.91,0.02,0.23,0.08,0.1,0.06,0.41,0.72,0.0,0.007,0.02,1.1,0.67,0.01,9.02,1.57,0.06,0.1,0.02,1
0.05,23.8,0.25,3.06,0.09,1.16,0.54,0.05,1.03,0.04,0.007,0.067,14.51,1.37,0.0,20.03,2.42,0.05,0.23,0.0,0
0.09,7.96,0.09,0.29,0.09,0.03,0.09,1.49,1.45,0.42,0.009,0.159,3.66,1.44,0.001,0.24,1.9,0.04,0.09,0.0,0
4.01,21.89,0.8,2.34,0.12,7.76,0.3,0.43,0.9,0.0,0.79,0.199,2.11,1.84,0.001,47.81,7.79,0.09,0.1,0.03,0
0.18,22.11,0.42,2.93,0.04,0.48,0.21,1.32,1.23,0.56,0.56,0.049,19.29,2.23,0.007,32.02,0.51,0.06,0.2,0.0,0
3.05,5.71,0.01,0.8,0.001,4.22,0.01,0.85,0.24,0.49,0.001,0.021,11.5,1.48,0.004,13.89,0.18,0.02,0.18,0.05,1
4.41,26.35,0.95,4.14,0.02,8.01,0.55,1.62,1.48,0.99,0.99,0.162,1.81,1.41,0.003,23.1,7.87,0.02,0.31,0.04,0
0.0,28.88,0.05,0.38,0.02,0.08,0.08,1.92,0.72,0.42,0.004,0.009,9.68,1.51,0.002,3.17,0.35,0.05,0.02,0.09,0
1.28,27.62,0.04,1.01,0.009,7.85,0.03,0.29,0.66,0.54,0.54,0.048,4.78,1.83,0.0,9.13,1.6,0.02,0.21,0.05,1
2.46,9.9,0.001,1.09,0.008,5.87,0.57,0.37,0.95,0.0,0.0,0.072,2.98,1.95,0.002,26.27,4.53,0.02,0.11,0.02,1
0.03,7.63,0.04,0.81,0.06,0.12,0.0,0.0,0.81,0.0,0.007,0.148,6.19,0.96,0.008,1.32,0.5,0.03,0.09,0.02,1
0.06,19.75,0.06,0.12,0.06,0.2,0.07,0.13,0.82,0.48,0.008,0.088,16.2,1.99,0.0,1.03,0.99,0.05,0.0,0.02,0
0.07,19.12,0.06,0.7,0.07,0.03,0.06,0.04,0.26,0.0,0.92,0.105,4.15,0.78,0.006,5.31,0.28,0.01,0.08,0.04,0
0.07,10.62,0.09,0.43,0.03,0.07,0.05,0.08,0.47,0.0,0.0,0.176,19.22,1.7,0.008,0.58,7.17,0.06,0.05,0.02,0
0.1,3.27,0.08,1.2,0.05,0.03,0.08,0.46,1.43,0.43,0.003,0.08,18.04,1.84,0.005,9.51,0.2,0.02,0.01,0.06,0
2.82,-0.01,0.47,1.55,0.11,5.79,0.54,1.95,0.56,0.0,0.94,0.006,16.73,2.04,0.009,29.2,4.31,0.01,0.06,0.01,1
0.1,29.71,0.1,0.01,0.06,0.19,0.08,1.34,0.69,0.77,0.77,0.11,0.52,1.23,0.003,6.54,0.73,0.06,0.08,0.04,0
0.07,1.97,0.27,3.36,0.02,3.28,0.25,0.39,0.76,0.15,0.004,0.082,15.64,2.56,0.01,3.73,2.82,0.02,0.45,0.01,0
1.16,29.37,0.05,1.29,0.002,2.56,0.44,0.9,0.28,0.0,0.0,0.059,9.91,1.7,0.006,3.18,2.08,0.06,0.5,0.08,1
0.09,1.37,0.02,1.87,0.07,0.27,0.02,0.08,1.05,0.0,0.97,0.007,5.79,0.88,0.006,0.56,1.7,0.01,0.05,0.08,0
0.29,23.74,0.02,2.64,0.007,6.13,0.87,1.41,0.37,0.79,0.79,0.085,5.17,1.47,0.007,26.27,1.89,0.06,0.13,0.08,1
0.1,17.04,0.08,0.64,0.05,0.72,0.06,0.57,1.44,0.0,0.003,0.092,7.89,0.2,0.009,0.21,0.92,0.02,0.04,0.07,1
0.06,1.96,0.04,0.7,0.1,0.26,0.09,0.33,0.22,0.31,0.008,0.163,11.72,1.18,0.007,2.65,0.53,0.04,0.06,0.06,0
0.47,26.77,0.02,0.29,0.006,7.36,0.15,1.65,0.08,0.51,0.51,0.025,13.73,1.53,0.002,30.29,4.41,0.08,0.34,0.06,0
0.08,9.62,0.05,0.22,0.06,0.02,0.04,1.34,0.26,0.07,0.008,0.113,2.25,1.5,0.01,3.71,1.18,0.09,0.01,0.04,0
1.56,23.09,0.1,4.27,0.12,8.13,0.15,0.96,1.41,0.0,0.99,0.13,12.32,1.51,0.001,38.76,4.74,0.01,0.03,0.03,1
0.61,8.71,0.05,2.46,0.002,7.33,0.43,0.7,0.8,0.97,0.97,0.1,18.78,1.99,0.001,27.53,5.96,0.05,0.08,0.0,1
0.31,0.9,0.01,1.54,0.007,2.94,0.14,0.91,0.16,0.89,0.89,0.052,5.73,1.76,0.003,32.32,6.42,0.03,0.33,0.08,1
0.03,9.13,0.05,0.77,0.05,0.09,0.05,1.17,0.9,0.95,0.95,0.014,17.98,0.79,0.007,0.23,5.53,0.1,0.01,0.04,0
0.08,7.94,0.08,0.68,0.06,0.19,0.06,0.76,1.05,0.0,0.0,0.185,14.12,2.26,0.003,0.49,0.57,0.05,0.05,0.07,0
2.76,4.15,0.02,2.0,0.005,4.25,0.19,1.23,0.86,0.87,0.87,0.019,16.16,1.18,0.007,34.48,1.62,0.01,0.21,0.08,1
0.1,6.79,0.1,2.34,0.08,0.04,0.01,0.66,1.0,0.67,0.67,0.182,11.69,1.25,0.004,6.66,0.58,0.07,0.07,0.0,0
1.14,17.45,0.35,1.32,0.04,1.45,0.38,0.41,0.72,0.0,0.007,0.02,1.27,1.55,0.01,45.06,2.97,0.06,0.1,0.02,1
0.08,0.24,0.08,0.25,0.05,0.05,0.01,0.0,0.63,0.44,0.0,0.139,15.92,2.28,0.002,3.62,1.04,0.1,0.0,0.08,0
3.46,4.97,0.01,1.67,0.006,3.7,0.49,0.41,1.22,0.29,0.006,0.101,16.82,1.29,0.001,18.51,5.73,0.07,0.18,0.05,1
0.03,29.02,0.03,1.21,0.003,6.14,0.36,1.18,1.1,0.38,0.005,0.044,6.87,1.45,0.006,16.61,2.27,0.06,0.24,0.0,0
0.09,10.99,0.08,0.66,0.01,0.1,0.02,0.74,0.54,0.45,0.0,0.181,12.69,1.0,0.005,0.52,1.89,0.03,0.08,0.0,0
0.1,8.65,0.0,2.5,0.04,0.02,0.05,0.7,0.32,0.65,0.65,0.168,2.43,1.16,0.003,0.31,0.81,0.09,0.1,0.01,0
0.04,23.49,0.28,4.27,0.06,3.52,0.11,0.04,0.27,0.26,0.005,0.001,18.03,2.11,0.001,51.57,4.29,0.02,0.42,0.08,0
0.03,8.97,0.04,0.84,0.03,0.02,0.1,0.83,0.48,0.43,0.003,0.124,1.67,1.88,0.003,6.39,0.07,0.06,0.04,0.03,0
0.04,6.2,0.06,0.28,0.04,0.59,0.02,0.33,0.82,0.29,0.004,0.093,1.51,1.0,0.004,1.4,0.03,0.03,0.03,0.05,0
4.24,23.27,0.98,2.34,0.07,7.14,0.47,1.95,1.38,0.0,0.0,0.191,19.06,1.12,0.009,1.23,2.4,0.05,0.35,0.02,0
4.39,1.13,0.01,1.79,0.001,0.46,0.58,0.24,0.05,0.0,0.0,0.102,15.03,1.57,0.007,28.11,4.04,0.03,0.25,0.03,1
0.08,0.28,0.06,1.37,0.09,0.03,0.07,0.91,1.26,0.0,0.0,0.16,16.0,1.25,0.004,7.38,0.62,0.01,0.06,0.08,0
1.55,10.16,0.01,2.91,0.006,0.07,0.84,0.71,1.43,0.58,0.58,0.144,1.6,1.03,0.009,27.95,7.67,0.05,0.23,0.01,1
3.73,25.53,0.02,0.25,0.004,6.99,0.61,1.67,1.19,0.86,0.86,0.132,1.2,1.26,0.009,27.75,3.12,0.09,0.05,0.03,1
0.39,16.72,0.94,2.76,0.07,1.7,0.12,1.05,0.86,0.37,0.002,0.113,0.63,1.54,0.01,18.52,7.65,0.08,0.19,0.03,0
0.02,0.01,0.05,0.31,0.09,0.59,0.04,0.08,0.38,0.38,0.006,0.16,15.48,0.53,0.007,0.47,0.8,0.07,0.0,0.04,0
4.62,24.92,0.001,0.6,0.002,3.31,0.4,0.13,1.42,0.48,0.006,0.182,10.66,1.41,0.005,10.0,4.73,0.0,0.26,0.05,1
1.13,12.27,0.02,1.05,0.006,7.43,0.66,1.63,0.27,0.0,0.0,0.166,0.02,1.03,0.003,30.52,0.24,0.0,0.06,0.05,1
0.03,3.8,0.02,3.51,0.05,0.04,0.08,1.98,0.28,0.0,0.0,0.11,10.18,1.57,0.007,0.09,0.98,0.02,0.02,0.03,0
1.26,17.49,0.42,3.08,0.03,1.71,0.71,0.54,1.41,0.99,0.99,0.113,9.9,1.61,0.004,52.6,2.18,0.04,0.24,0.06,0
3.62,21.92,0.02,0.72,0.004,2.12,0.0,1.47,1.24,0.83,0.83,0.026,0.66,1.49,0.009,3.98,6.65,0.1,0.18,0.09,1
2.89,26.86,0.01,0.7,0.002,2.5,0.62,0.28,1.11,0.2,0.008,0.052,0.55,1.61,0.008,31.62,4.54,0.06,0.48,0.02,1
0.05,28.63,0.08,0.16,0.05,0.38,0.09,0.72,0.53,0.35,0.007,0.03,6.98,1.8,0.009,0.14,0.49,0.01,0.08,0.09,0
0.08,16.31,0.06,0.29,0.09,0.58,0.1,0.06,0.34,0.0,0.85,0.065,17.86,0.15,0.003,3.09,0.46,0.1,0.03,0.01,0
0.05,10.19,0.07,0.91,0.08,0.48,0.1,0.09,1.32,0.0,0.0,0.034,4.06,0.0,0.006,0.01,0.0,0.02,0.02,0.0,1
4.98,8.26,0.38,0.45,0.01,3.18,0.57,1.18,0.03,0.28,0.0,0.069,0.64,1.69,0.004,38.13,1.73,0.05,0.43,0.04,0
0.01,1.84,0.27,0.49,0.04,4.81,0.04,0.65,0.2,0.45,0.005,0.013,16.98,2.08,0.003,24.29,3.1,0.01,0.01,0.01,1
0.01,10.44,0.1,0.65,0.07,0.44,0.06,0.92,1.2,0.0,0.0,0.01,19.41,1.97,0.002,0.01,2.0,0.01,0.0,0.04,0
3.37,18.41,0.05,2.36,0.004,1.36,0.68,1.45,1.4,0.28,0.003,0.102,8.47,1.48,0.002,19.33,1.31,0.01,0.18,0.04,1
0.06,13.23,0.1,2.0,0.01,0.24,0.02,0.04,0.55,0.58,0.58,0.127,1.76,1.8,0.004,0.51,2.76,0.03,0.03,0.01,0
0.19,0.75,0.02,0.71,0.008,7.59,0.34,0.36,1.14,0.22,0.002,0.065,1.2,1.89,0.01,56.89,2.74,0.02,0.18,0.06,1
0.19,22.84,0.001,0.09,0.004,1.11,0.54,1.21,1.33,0.0,0.0,0.116,12.05,1.58,0.009,21.2,0.46,0.03,0.0,0.03,1
3.62,3.82,0.001,0.58,0.003,7.06,0.45,1.61,0.45,0.24,0.002,0.149,18.77,1.69,0.004,23.25,4.39,0.1,0.33,0.03,1
0.07,23.6,0.09,0.42,0.01,0.05,0.05,1.17,1.09,0.46,0.008,0.089,13.08,1.52,0.004,4.06,0.14,0.03,0.04,0.08,0
0.46,22.49,0.04,0.04,0.001,3.04,0.68,0.42,0.71,0.85,0.85,0.079,0.21,1.57,0.005,42.98,1.02,0.05,0.27,0.01,1
2.22,21.94,0.98,4.75,0.03,4.3,0.38,0.16,0.12,0.63,0.63,0.026,5.61,1.92,0.007,45.46,7.46,0.07,0.3,0.0,0
3.67,9.92,0.02,2.78,0.002,5.4,0.1,1.09,0.37,0.53,0.53,0.075,15.62,1.01,0.009,12.9,5.69,0.05,0.38,0.09,1
3.63,27.81,0.03,3.45,0.008,7.02,0.16,0.75,0.2,0.69,0.69,0.104,5.13,1.31,0.006,39.03,6.3,0.03,0.25,0.08,0
0.02,19.33,0.001,1.19,0.003,2.54,0.42,0.38,0.47,0.0,0.0,0.176,18.79,1.54,0.008,18.24,7.17,0.06,0.45,0.02,1
3.98,11.08,0.96,1.03,0.04,1.65,0.61,0.84,0.55,0.0,0.78,0.118,6.33,1.62,0.003,19.5,2.44,0.04,0.04,0.07,0
3.61,21.65,0.24,1.32,0.05,4.8,0.08,1.65,0.03,0.17,0.001,0.067,6.07,1.69,0.001,24.15,2.73,0.03,0.19,0.0,0
1.37,19.98,0.02,2.45,0.002,6.12,0.35,1.69,1.35,0.63,0.63,0.106,18.08,1.28,0.01,21.31,4.14,0.04,0.12,0.05,1
1.15,20.06,0.02,2.73,0.005,1.86,0.81,0.36,0.73,0.47,0.0,0.003,14.01,1.36,0.005,10.62,4.48,0.03,0.38,0.02,1
0.01,18.97,0.04,1.47,0.006,1.78,0.03,1.34,0.26,0.07,0.008,0.113,1.51,1.4,0.01,49.53,2.73,0.09,0.11,0.04,0
0.08,11.47,0.02,2.51,0.003,4.18,0.6,1.34,0.03,0.18,0.006,0.061,14.24,1.53,0.003,40.77,5.06,0.09,0.22,0.04,0
4.47,23.41,0.74,0.92,0.08,0.85,0.63,1.33,1.37,0.0,0.0,0.042,12.17,2.07,0.001,47.49,1.83,0.07,0.03,0.02,1
0.71,17.58,0.03,3.59,0.006,0.08,0.72,0.72,1.32,0.99,0.99,0.087,2.5,1.44,0.003,31.84,3.03,0.08,0.39,0.03,1
4.07,6.44,0.001,3.07,0.004,6.56,0.18,0.33,0.22,0.31,0.008,0.163,11.01,1.1,0.007,19.37,3.14,0.04,0.38,0.06,1
0.07,22.95,0.09,0.23,0.09,0.1,0.07,0.1,0.35,0.0,0.86,0.132,7.97,0.43,0.0,0.11,6.61,0.03,0.01,0.01,0
3.88,11.07,0.05,1.02,0.005,6.1,0.2,1.13,1.34,0.0,0.0,0.162,1.99,1.45,0.008,22.66,3.71,0.03,0.0,0.07,1
3.44,15.67,0.01,2.19,0.001,0.75,0.39,0.76,0.24,0.28,0.007,0.027,3.77,1.78,0.001,1.17,3.75,0.07,0.02,0.06,1
0.03,0.41,0.04,1.17,0.08,0.02,0.03,0.05,0.44,0.07,0.007,0.15,10.3,0.81,0.005,6.7,3.12,0.02,0.02,0.08,0
0.05,21.73,0.06,3.05,0.09,0.32,0.03,0.16,0.12,0.63,0.63,0.026,4.97,0.94,0.007,1.3,6.13,0.07,0.0,0.0,0
0.1,18.42,0.07,0.09,0.09,0.3,0.02,0.68,1.36,0.74,0.74,0.126,1.51,1.01,0.007,0.4,0.5,0.01,0.04,0.08,0
0.05,5.34,0.19,3.45,0.03,4.62,0.43,0.08,0.07,0.29,0.002,0.155,12.02,1.26,0.002,39.67,0.02,0.07,0.05,0.01,1
3.85,11.33,0.03,0.31,0.005,6.68,0.63,1.66,0.53,0.0,0.0,0.03,6.73,1.41,0.008,1.7,2.26,0.08,0.32,0.07,1
0.07,8.89,0.04,2.67,0.001,0.17,0.46,0.1,0.01,0.92,0.92,0.101,15.1,1.36,0.007,10.45,6.0,0.01,0.01,0.04,0
0.02,3.9,0.03,0.23,0.05,0.06,0.08,0.07,0.7,0.01,0.0,0.008,6.74,0.61,0.006,0.17,3.07,0.06,0.04,0.08,1
0.28,9.87,0.01,3.62,0.003,3.7,0.62,1.15,1.49,0.0,0.0,0.087,15.79,1.91,0.006,16.09,4.27,0.1,0.45,0.07,1
0.17,21.68,0.01,0.42,0.002,0.17,0.5,0.44,0.67,0.59,0.59,0.042,15.34,1.68,0.006,1.22,3.61,0.05,0.05,0.02,1
0.05,27.89,0.02,3.81,0.007,1.36,0.08,1.24,0.66,0.68,0.68,0.182,2.19,1.2,0.009,9.83,6.17,0.01,0.07,0.07,0
1.52,29.23,0.02,1.43,0.006,3.29,0.46,0.01,1.28,0.77,0.77,0.144,2.06,1.93,0.002,29.0,2.27,0.02,0.25,0.07,1
4.34,21.58,0.39,0.95,0.11,0.45,0.5,0.44,0.67,0.0,0.59,0.042,16.1,1.77,0.006,42.6,3.61,0.05,0.05,0.02,1
0.27,9.69,0.2,2.28,0.05,0.94,0.34,0.01,0.01,0.5,0.5,0.148,10.64,2.28,0.007,37.97,1.23,0.06,0.01,0.02,1
2.91,5.19,0.02,2.66,0.008,5.07,0.33,0.72,0.42,0.75,0.75,0.07,12.32,1.26,0.005,21.38,3.49,0.0,0.38,0.03,1
0.08,1.73,0.07,1.89,0.07,0.09,0.06,1.33,1.0,0.0,0.005,0.152,17.0,0.08,0.006,2.94,1.23,0.07,0.09,0.06,0
4.98,7.48,0.04,3.91,0.003,1.1,0.81,1.52,0.94,0.0,0.0,0.042,2.06,1.43,0.008,13.7,1.71,0.05,0.49,0.02,1
0.09,25.93,0.04,3.16,0.007,5.61,0.2,1.58,0.15,0.72,0.72,0.013,8.83,1.22,0.008,8.7,3.22,0.06,0.07,0.09,1
0.61,27.83,0.55,4.49,0.03,7.99,0.27,0.69,1.39,0.89,0.89,0.005,8.89,1.72,0.005,11.21,3.37,0.08,0.13,0.0,0
0.07,14.96,0.01,0.17,0.002,6.21,0.0,0.81,0.24,0.15,0.005,0.005,16.78,1.58,0.002,18.68,1.67,0.04,0.0,0.03,1
4.93,23.98,0.04,3.05,0.008,0.7,0.51,1.35,1.07,0.7,0.7,0.101,1.16,1.11,0.008,26.8,5.58,0.09,0.38,0.03,1
0.01,21.89,0.71,2.92,0.04,7.77,0.3,0.43,0.9,0.79,0.79,0.199,2.07,2.0,0.001,47.98,7.79,0.09,0.1,0.03,0
0.09,11.63,0.1,0.0,0.06,0.2,0.06,1.63,0.27,0.62,0.62,0.166,0.02,1.03,0.003,2.54,0.15,0.0,0.09,0.05,0
0.08,22.94,0.06,1.19,0.09,0.36,0.04,0.21,1.43,0.32,0.007,0.097,8.12,1.45,0.007,3.09,0.11,0.05,0.09,0.01,0
0.22,10.37,0.02,4.53,0.02,3.34,0.06,1.72,1.06,0.63,0.63,0.171,2.11,1.72,0.005,31.0,1.5,0.02,0.07,0.02,1
4.98,7.69,0.04,0.63,0.007,2.83,0.19,1.0,0.36,0.3,0.005,0.092,0.37,1.27,0.008,55.45,3.8,0.09,0.32,0.04,1
3.37,21.74,0.37,4.0,0.12,6.24,0.23,0.76,1.16,0.0,0.0,0.049,17.03,2.21,0.006,8.68,4.29,0.07,0.08,0.0,1
0.14,23.41,0.27,1.11,0.06,0.84,0.63,1.33,1.37,0.09,0.008,0.042,11.71,2.37,0.001,48.07,1.83,0.07,0.03,0.02,1
0.08,13.9,0.86,1.04,0.11,2.39,0.29,0.99,0.31,0.01,0.007,0.19,11.3,1.44,0.003,35.07,3.41,0.04,0.09,0.04,0
0.06,4.8,0.05,0.89,0.05,0.01,0.03,0.25,0.11,0.71,0.71,0.09,1.81,1.46,0.004,4.65,3.92,0.06,0.02,0.03,0
0.02,27.85,0.04,0.33,0.05,0.06,0.09,0.03,1.4,0.0,0.008,0.108,5.36,0.9,0.003,1.64,1.58,0.02,0.01,0.08,1
0.03,18.24,0.03,1.05,0.06,0.09,0.01,1.45,1.4,0.28,0.003,0.102,8.47,1.48,0.002,3.6,0.2,0.01,0.09,0.04,0
0.05,10.11,0.03,0.3,0.001,4.08,0.03,0.9,1.24,0.6,0.6,0.061,0.37,1.16,0.007,43.79,0.56,0.06,0.21,0.03,0
3.38,10.07,0.01,2.68,0.009,3.05,0.49,1.08,1.14,0.91,0.91,0.135,5.35,1.83,0.006,44.5,0.1,0.03,0.21,0.06,1
1.89,15.42,0.05,1.38,0.001,6.02,0.33,0.22,0.01,0.76,0.76,0.052,14.91,1.06,0.009,21.87,4.74,0.01,0.26,0.05,1
0.01,19.07,0.04,1.18,0.009,4.69,0.65,0.73,0.82,0.7,0.7,0.122,2.16,1.55,0.007,40.53,2.87,0.1,0.01,0.04,1
3.65,8.14,0.81,2.54,0.12,1.5,0.08,1.89,0.65,0.0,0.0,0.011,13.96,1.9,0.001,23.73,5.78,0.08,0.04,0.07,0
1.48,28.35,0.05,3.75,0.005,1.81,0.27,0.97,0.06,0.12,0.008,0.189,2.43,1.12,0.008,11.97,4.29,0.07,0.31,0.08,1
0.06,14.0,0.83,3.27,0.02,4.43,0.36,1.6,0.15,0.91,0.91,0.01,14.49,1.88,0.006,38.45,2.96,0.04,0.33,0.0,0
2.91,7.46,0.02,0.93,0.009,0.48,0.77,1.03,0.57,0.71,0.71,0.005,0.92,1.56,0.006,22.24,7.23,0.09,0.2,0.0,1
0.07,10.73,0.02,0.8,0.02,0.03,0.06,0.72,0.87,0.17,0.001,0.033,19.23,1.34,0.004,6.37,0.93,0.08,0.08,0.04,0
3.0,3.92,0.04,1.05,0.001,1.64,0.04,0.02,0.47,0.28,0.005,0.141,6.15,1.78,0.007,41.93,3.5,0.01,0.47,0.09,1
0.02,11.63,0.0,0.71,0.09,0.12,0.06,0.3,0.14,0.0,0.0,0.044,6.23,1.58,0.0,2.12,0.4,0.06,0.06,0.07,0
0.02,25.05,0.09,0.7,0.09,0.02,0.09,0.05,0.16,0.0,0.003,0.043,6.83,0.23,0.008,0.4,4.42,0.02,0.05,0.05,1
0.39,1.34,0.02,1.99,0.005,4.02,0.15,1.43,0.68,0.42,0.005,0.108,16.61,1.58,0.001,36.04,2.6,0.04,0.2,0.01,1
0.04,22.98,0.02,0.99,0.03,0.08,0.01,0.09,0.27,0.0,0.005,0.012,8.32,0.14,0.004,0.45,0.22,0.07,0.03,0.08,1
1.21,11.64,0.03,2.56,0.007,6.8,0.09,1.18,0.88,0.28,0.001,0.032,3.23,1.74,0.003,30.86,7.46,0.06,0.03,0.07,1
3.29,24.1,0.05,2.89,0.008,3.95,0.56,0.92,1.09,0.75,0.75,0.085,6.03,1.33,0.009,24.98,1.78,0.05,0.42,0.01,1
0.04,11.12,0.02,1.19,0.001,4.18,0.41,1.69,0.39,0.05,0.004,0.125,2.31,1.22,0.003,4.06,5.6,0.05,0.01,0.02,0
3.53,21.87,0.69,4.45,0.12,7.18,0.23,0.01,1.38,0.13,0.008,0.121,5.44,1.82,0.003,28.6,2.08,0.04,0.08,0.0,1
0.05,6.94,0.08,1.0,0.01,0.28,0.05,0.77,0.81,0.2,0.007,0.148,6.19,1.75,0.008,3.31,0.29,0.03,0.03,0.02,0
0.07,21.65,0.28,2.07,0.06,5.23,0.08,0.09,0.03,0.17,0.001,0.067,5.58,1.75,0.001,24.18,2.73,0.03,0.19,0.0,0
0.04,0.8,0.09,0.23,0.01,0.49,0.09,1.06,1.18,0.0,0.0,0.115,16.38,2.25,0.003,0.31,0.56,0.01,0.02,0.06,0
2.34,24.12,0.01,1.1,0.002,2.77,0.09,1.16,1.32,0.1,0.005,0.188,11.23,1.08,0.006,42.47,5.58,0.0,0.33,0.07,0
0.03,18.91,0.02,2.11,0.009,6.53,0.38,0.67,1.26,0.38,0.007,0.105,18.85,1.67,0.0,3.13,2.22,0.08,0.46,0.02,0
2.96,19.49,0.1,1.77,0.09,6.62,0.06,1.69,0.94,0.51,0.51,0.198,10.91,1.65,0.008,44.09,7.92,0.08,0.09,0.03,0
0.73,22.36,0.04,2.93,0.001,5.92,0.71,0.53,0.95,0.19,0.004,0.011,12.18,1.29,0.006,33.58,3.57,0.03,0.01,0.05,0
0.01,26.59,0.04,0.75,0.08,0.04,0.04,0.07,0.03,0.0,0.004,0.055,5.22,0.18,0.0,7.07,0.97,0.09,0.08,0.05,1
3.72,2.48,0.04,1.24,0.002,1.96,0.71,0.81,0.54,0.0,0.0,0.019,15.41,1.8,0.007,14.97,0.6,0.09,0.13,0.03,1
0.06,18.53,0.09,0.4,0.07,0.18,0.09,1.69,0.94,0.51,0.51,0.198,11.31,0.62,0.008,3.44,2.98,0.08,0.01,0.03,0
0.39,15.16,0.03,3.04,0.007,1.78,0.48,0.75,0.09,0.84,0.84,0.183,11.36,1.98,0.001,31.24,3.6,0.03,0.42,0.05,0
0.01,20.75,0.001,2.52,0.007,2.98,0.08,1.55,0.14,0.89,0.89,0.041,2.29,1.61,0.008,1.49,3.44,0.01,0.22,0.02,0
0.04,13.28,0.04,0.28,0.02,0.1,0.0,0.0,0.7,0.08,0.001,0.144,8.95,0.18,0.005,1.35,4.1,0.06,0.01,0.02,1
0.0,27.11,0.07,0.82,0.09,0.04,0.05,0.62,0.44,0.0,0.002,0.136,13.17,0.27,0.004,7.14,0.17,0.09,0.09,0.02,0
0.03,7.18,0.04,1.24,0.001,1.01,0.73,1.78,0.33,0.22,0.0,0.061,1.87,1.37,0.01,31.48,4.79,0.01,0.24,0.02,0
0.03,22.38,0.05,0.6,0.08,0.02,0.09,0.08,0.85,0.0,0.004,0.034,3.82,0.66,0.007,2.17,1.91,0.09,0.05,0.02,1
0.07,1.1,0.03,0.1,0.08,0.32,0.08,1.46,0.94,0.0,0.002,0.135,8.08,0.41,0.005,6.53,3.0,0.1,0.01,0.0,0
3.57,18.23,0.04,0.86,0.001,5.14,0.61,0.16,0.23,0.44,0.007,0.093,7.08,1.66,0.004,3.3,7.53,0.05,0.06,0.05,1
0.09,20.71,0.84,3.05,0.07,8.12,0.82,0.44,1.2,0.77,0.77,0.112,10.31,1.36,0.001,38.62,1.53,0.01,0.27,0.06,0
1.8,4.2,1.05,3.17,0.02,6.04,0.47,1.53,1.25,0.0,0.0,0.164,11.4,2.01,0.002,44.13,6.79,0.06,0.12,0.04,0
2.2,23.23,0.04,1.42,0.003,4.52,0.52,0.61,0.35,0.86,0.86,0.132,7.97,1.96,0.0,18.03,7.82,0.03,0.4,0.01,1
0.06,11.66,0.07,0.52,0.06,0.0,0.08,0.48,1.36,0.0,0.73,0.164,15.03,0.72,0.008,0.17,0.08,0.06,0.03,0.02,0
3.06,12.15,0.24,1.69,0.12,1.49,0.46,0.62,0.88,0.0,0.002,0.167,9.41,1.54,0.008,13.79,3.46,0.1,0.23,0.04,0
0.07,5.44,0.001,2.71,0.008,4.47,0.43,1.11,0.07,0.29,0.002,0.155,12.01,1.19,0.002,34.44,0.02,0.07,0.05,0.01,1
2.54,9.92,0.05,1.65,0.001,1.19,0.47,1.76,0.65,0.0,0.0,0.105,2.84,1.11,0.008,43.04,5.7,0.09,0.06,0.07,1
0.04,10.21,0.01,2.84,0.0,0.43,0.09,0.0,0.04,0.0,0.0,0.089,7.96,1.94,0.0,2.42,1.66,0.06,0.05,0.05,0
0.09,16.6,0.03,2.36,0.001,3.2,0.42,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,45.87,0.25,0.06,0.12,0.05,0
0.02,9.9,0.04,1.4,0.003,3.45,0.69,0.32,0.66,0.3,0.006,0.123,1.73,1.61,0.002,35.17,0.66,0.04,0.05,0.03,1
0.04,8.62,0.01,1.04,0.004,1.41,0.19,1.76,0.21,0.98,0.98,0.01,2.57,1.61,0.002,5.85,1.54,0.09,0.16,0.01,0
2.59,11.39,0.05,2.97,0.001,2.35,0.02,1.21,0.75,0.0,0.0,0.008,14.25,1.23,0.004,16.34,1.5,0.02,0.42,0.09,1
3.99,9.06,0.001,3.64,0.007,6.69,0.43,1.35,0.32,0.0,0.0,0.198,15.91,1.99,0.001,25.05,4.9,0.06,0.16,0.01,1
0.02,28.76,0.02,0.53,0.03,0.06,0.04,1.54,1.14,0.68,0.68,0.136,8.72,0.41,0.008,4.38,2.58,0.04,0.04,0.02,0
4.03,26.19,0.02,2.93,0.005,3.96,0.4,0.76,1.05,0.4,0.007,0.185,13.73,1.98,0.003,5.89,2.53,0.05,0.41,0.07,1
0.06,13.4,0.05,2.81,0.05,0.46,0.0,1.64,1.39,0.0,0.005,0.156,15.82,0.32,0.003,1.55,0.75,0.03,0.06,0.06,0
0.05,18.67,0.02,0.56,0.06,0.05,0.08,1.48,0.45,0.59,0.59,0.053,4.27,1.47,0.005,4.56,0.21,0.08,0.08,0.04,0
0.03,13.62,0.04,1.31,0.07,6.89,0.17,0.57,1.33,1.0,1.0,0.065,16.83,1.19,0.004,48.18,5.45,0.08,0.48,0.08,0
