aluminium,cadmium,chromium,arsenic,chloramine,perchlorate,radium,nitrates,barium,bacteria,silver,selenium,ammonia,viruses,uranium,is_safe
0.06,0.06,0.07,0.07,0.05,0.11,1.55,11.84,0.71,0.0,0.07,0.01,21.96,0.0,0.0,0
3.79,0.001,0.6,0.04,3.96,19.26,4.13,13.2,3.89,0.15,0.48,0.01,19.33,0.001,0.01,1
3.94,0.006,0.09,0.05,5.61,20.38,7.51,8.1,2.22,0.0,0.19,0.0,4.48,0.0,0.09,1
1.4,0.009,0.65,0.04,1.1,39.65,0.94,11.21,3.22,0.26,0.08,0.09,11.99,0.001,0.0,1
0.02,0.003,0.42,0.001,2.54,18.24,7.17,18.79,1.19,0.0,0.45,0.06,19.33,0.0,0.02,1
0.04,0.03,0.04,0.02,0.04,6.15,3.71,9.33,0.67,0.43,0.01,0.08,20.68,0.008,0.01,0
0.08,0.1,0.07,0.09,0.0,0.3,2.98,9.3,0.45,0.25,0.1,0.1,0.74,0.002,0.04,0
2.91,0.003,0.49,0.03,2.56,2.55,3.95,4.22,2.75,0.0,0.49,0.07,0.37,0.0,0.06,1
0.09,0.08,0.09,0.1,0.01,2.05,0.68,11.89,0.76,0.0,0.06,0.02,14.31,0.6,0.01,0
0.1,0.09,0.02,0.01,0.14,3.27,1.61,16.26,0.25,0.0,0.1,0.05,28.38,0.008,0.02,0
0.01,0.01,0.01,0.03,0.22,2.39,3.17,18.39,0.6,0.0,0.09,0.05,10.61,0.0,0.05,0
0.04,0.006,0.43,0.001,4.58,11.1,5.62,18.8,1.31,0.11,0.08,0.08,9.47,0.001,0.06,0
0.03,0.03,0.1,0.04,0.02,6.39,0.07,1.67,0.84,0.43,0.04,0.06,8.97,0.003,0.03,0
0.01,0.02,0.04,0.03,0.51,2.66,0.51,12.28,0.87,0.19,0.05,0.03,20.82,0.004,0.05,0
3.42,0.001,0.2,0.001,2.25,2.61,2.61,4.43,1.76,0.0,0.08,0.03,19.72,0.0,0.04,1
0.05,0.05,0.05,0.03,0.2,6.03,0.37,16.7,1.91,0.11,0.1,0.07,16.94,0.003,0.02,0
0.1,0.04,0.03,0.05,0.06,2.1,3.51,4.35,2.48,0.0,0.1,0.02,26.17,0.9,0.06,0
0.83,0.13,0.06,0.17,3.28,30.96,1.5,2.84,4.45,0.0,0.07,0.02,10.37,0.63,0.02,1
0.09,0.02,0.07,0.03,0.15,5.17,0.67,18.94,1.64,0.0,0.08,0.02,0.95,0.003,0.08,0
4.7,0.005,0.41,0.03,6.93,23.22,3.48,10.82,2.07,0.42,0.23,0.07,14.03,0.0,0.09,1
0.03,0.06,0.02,0.07,0.05,2.22,0.76,13.27,0.99,0.0,0.08,0.0,8.26,0.005,0.01,0
0.14,0.08,0.2,0.6,5.8,0.35,3.22,9.62,3.96,0.0,0.07,0.06,25.83,0.72,0.09,0
0.02,0.008,0.03,0.01,2.26,1.02,7.9,2.71,3.94,0.28,0.28,0.04,17.84,0.005,0.03,0
2.54,0.001,0.47,0.05,1.19,43.04,5.7,2.84,1.65,0.0,0.06,0.09,9.92,0.0,0.07,1
4.84,0.005,0.67,0.001,4.81,25.89,6.21,14.08,0.79,0.1,0.21,0.06,17.86,0.007,0.03,1
0.08,0.01,0.07,0.01,0.13,2.29,2.34,7.64,0.42,0.0,0.0,0.06,28.1,0.006,0.01,1
0.05,0.01,0.02,0.05,0.08,8.3,1.11,4.18,0.13,0.0,0.01,0.03,18.73,0.94,0.01,0
0.08,0.05,0.6,0.13,4.26,28.08,5.06,14.6,2.89,0.18,0.22,0.09,11.37,0.006,0.04,0
1.4,0.009,0.02,0.04,4.24,7.69,4.27,17.89,1.93,0.0,0.18,0.09,2.34,0.0,0.03,1
1.66,0.009,0.09,0.03,2.83,26.42,1.91,10.9,0.59,0.79,0.04,0.02,18.95,0.79,0.04,1
2.91,0.009,0.77,0.02,0.48,22.24,7.23,0.92,0.93,0.71,0.2,0.09,7.46,0.71,0.0,1
4.35,0.001,0.84,0.03,0.32,30.79,7.18,1.52,3.51,0.42,0.24,0.03,0.53,0.005,0.08,1
0.04,0.05,0.09,0.05,0.46,6.08,1.62,7.24,0.65,0.0,0.06,0.09,19.76,0.0,0.02,1
3.81,0.001,0.25,0.03,2.89,41.37,4.76,5.74,3.62,0.51,0.4,0.05,21.58,0.51,0.03,0
3.61,0.009,0.38,0.02,6.53,3.13,2.22,18.85,2.11,0.38,0.46,0.08,18.91,0.007,0.02,1
0.07,0.01,0.05,0.08,0.01,1.5,3.95,14.61,0.57,0.0,0.09,0.05,0.17,0.0,0.0,1
0.02,0.006,0.65,0.05,7.44,25.23,2.86,4.86,3.75,0.75,0.23,0.01,12.69,0.75,0.07,0
4.15,0.007,0.76,0.03,3.15,36.32,1.2,2.06,2.55,0.13,0.33,0.07,0.85,0.002,0.06,1
1.38,0.008,0.2,0.001,5.38,27.25,7.77,7.24,0.57,0.36,0.42,0.09,20.58,0.0,0.02,1
0.05,0.07,0.06,0.06,0.08,1.5,1.6,2.01,1.26,0.65,0.07,0.08,20.99,0.65,0.05,0
0.08,0.06,0.09,0.07,0.07,1.34,1.56,16.31,1.23,0.13,0.06,0.09,13.48,0.007,0.0,0
4.19,0.003,0.52,0.01,3.09,19.88,4.21,10.88,1.47,0.0,0.17,0.09,20.35,0.0,0.06,1
0.07,0.04,0.69,0.16,5.8,1.99,7.51,5.82,4.68,0.35,0.4,0.04,10.38,0.003,0.01,0
0.01,0.07,0.06,0.1,0.44,0.01,2.0,19.41,0.65,0.0,0.0,0.01,10.44,0.0,0.04,0
2.07,0.01,0.73,0.35,0.97,4.47,5.52,3.29,2.96,0.0,0.39,0.04,9.21,0.009,0.0,0
2.42,0.001,0.03,0.03,6.2,43.4,3.36,16.52,1.99,0.18,0.27,0.07,2.15,0.005,0.06,0
1.51,0.001,0.76,0.03,7.54,19.46,3.91,14.33,1.94,0.0,0.13,0.08,9.1,0.0,0.04,1
0.0,0.09,0.05,0.07,0.42,0.6,2.0,15.85,0.39,0.76,0.06,0.01,3.65,0.76,0.05,0
0.08,0.004,0.41,0.04,3.47,55.2,5.61,11.02,3.0,0.06,0.14,0.03,24.96,0.007,0.03,0
0.02,0.01,0.09,0.04,0.24,0.12,0.59,4.48,0.05,0.0,0.05,0.03,15.94,0.76,0.08,0
0.01,0.01,0.09,0.07,0.03,8.59,3.48,9.67,0.97,0.76,0.06,0.08,20.84,0.76,0.04,0
0.9,0.09,0.89,0.12,7.89,48.31,4.15,3.94,0.65,0.0,0.1,0.01,10.28,0.0,0.02,1
0.03,0.08,0.04,0.02,0.08,5.32,2.4,0.14,2.03,0.6,0.05,0.07,22.38,0.6,0.03,0
0.08,0.1,0.01,0.03,0.03,9.23,1.57,6.07,0.11,0.28,0.05,0.07,15.87,0.004,0.01,0
0.06,0.008,0.53,0.04,4.24,50.28,7.07,14.16,0.58,0.05,0.44,0.07,14.02,0.003,0.01,0
0.0,0.03,0.06,0.08,0.01,1.3,0.04,14.86,0.09,0.0,0.02,0.01,22.71,0.006,0.05,0
0.03,0.08,0.09,0.05,0.02,2.17,1.91,3.82,0.6,0.0,0.05,0.09,22.38,0.004,0.02,1
0.08,0.009,0.4,0.05,3.47,13.09,6.07,9.35,2.69,0.95,0.19,0.04,2.1,0.95,0.08,0
0.02,0.01,0.09,0.03,0.37,6.7,0.06,8.83,0.89,0.54,0.04,0.07,27.46,0.54,0.05,0
0.02,0.06,0.04,0.04,0.09,0.34,0.33,10.84,0.36,0.03,0.04,0.03,4.62,0.008,0.03,0
0.94,0.002,0.56,0.03,0.96,44.62,4.28,8.47,3.41,0.0,0.05,0.02,9.34,0.0,0.02,1
0.45,0.006,0.84,0.04,5.23,9.06,1.06,15.59,2.89,0.0,0.4,0.06,12.21,0.0,0.02,1
3.83,0.003,0.13,0.01,7.12,33.89,3.07,6.97,2.57,0.61,0.11,0.09,16.01,0.61,0.03,1
4.75,0.001,0.35,0.04,6.36,9.56,7.9,11.21,2.4,0.0,0.17,0.02,14.91,0.0,0.06,1
0.07,0.07,0.51,0.81,0.4,46.69,6.98,1.49,1.91,0.82,0.15,0.05,13.64,0.82,0.07,0
0.03,0.03,0.01,0.03,0.07,5.46,0.9,16.71,2.55,0.0,0.06,0.05,23.91,0.77,0.06,0
4.87,0.12,0.08,0.87,3.44,44.02,3.44,3.26,2.59,0.0,0.22,0.01,20.65,0.89,0.02,0
0.04,0.03,0.05,0.04,0.38,2.78,2.34,6.98,0.8,0.0,0.06,0.01,28.34,0.007,0.09,0
0.24,0.04,0.29,0.25,1.62,14.94,3.93,18.01,3.9,0.67,0.31,0.07,17.6,0.67,0.08,0
0.05,0.004,0.04,0.04,4.78,43.22,3.1,16.7,0.31,0.45,0.01,0.01,1.94,0.005,0.01,1
0.18,0.006,0.27,0.04,1.69,53.23,3.44,0.65,0.57,0.79,0.44,0.06,4.08,0.79,0.04,1
0.03,0.06,0.52,0.79,1.3,51.42,0.05,19.15,2.79,0.61,0.05,0.03,25.11,0.61,0.02,1
0.49,0.001,0.56,0.01,1.03,6.02,1.38,10.99,2.03,0.0,0.19,0.06,25.46,0.0,0.06,1
0.04,0.03,0.06,0.04,0.12,0.1,2.37,16.76,0.86,0.0,0.09,0.08,20.86,0.84,0.07,0
4.76,0.005,0.58,0.02,6.26,10.24,0.82,3.77,1.71,0.0,0.47,0.01,20.6,0.0,0.08,1
2.45,0.006,0.24,0.001,0.71,37.13,6.87,7.51,1.86,0.6,0.3,0.06,4.24,0.6,0.0,1
2.16,0.01,0.41,0.14,6.51,30.1,2.48,16.7,1.09,0.0,0.1,0.05,28.72,0.0,0.02,1
2.74,0.02,0.41,0.3,6.47,42.67,7.53,18.65,1.11,0.0,0.15,0.05,17.25,0.008,0.05,0
4.35,0.005,0.85,0.05,6.95,16.75,5.35,4.94,1.74,0.39,0.42,0.03,16.79,0.002,0.07,1
0.14,0.12,0.86,0.41,3.65,31.73,3.6,16.6,2.64,0.09,0.12,0.04,29.0,0.005,0.05,0
1.11,0.11,0.32,0.28,4.09,41.73,2.31,2.3,3.36,0.01,0.03,0.0,0.33,0.004,0.02,1
0.01,0.009,0.65,0.04,4.69,40.53,2.87,2.16,1.18,0.7,0.01,0.1,19.07,0.7,0.04,1
0.0,0.005,0.52,0.03,3.11,45.37,3.4,7.08,1.5,0.75,0.29,0.07,10.25,0.75,0.07,0
0.04,0.04,0.06,0.02,0.16,0.44,0.05,15.78,1.5,0.0,0.06,0.0,23.36,0.81,0.07,0
0.05,0.007,0.08,0.02,1.36,9.83,6.17,2.19,3.81,0.68,0.07,0.01,27.89,0.68,0.07,0
0.24,0.008,0.06,0.01,2.84,22.15,1.5,1.96,3.83,0.63,0.07,0.02,10.47,0.63,0.02,1
4.35,0.04,0.28,0.2,4.21,10.98,4.05,5.22,3.35,0.0,0.24,0.06,1.93,0.0,0.05,0
0.07,0.0,0.06,0.06,0.09,4.55,0.93,16.85,0.6,0.68,0.0,0.06,0.3,0.68,0.07,0
2.69,0.001,0.05,0.04,0.81,0.33,2.58,6.88,0.36,0.64,0.06,0.03,0.97,0.64,0.08,1
0.94,0.04,0.26,0.62,1.05,49.1,3.23,4.5,4.14,0.0,0.03,0.09,23.14,0.0,0.02,0
0.04,0.03,0.01,0.02,0.08,0.45,0.22,8.32,0.99,0.0,0.03,0.07,22.98,0.005,0.08,1
0.09,0.07,0.1,0.01,0.08,5.73,2.22,1.2,0.39,0.86,0.09,0.09,25.18,0.86,0.03,0
0.54,0.001,0.79,0.02,6.21,7.51,0.63,7.48,1.01,0.21,0.13,0.07,15.3,0.002,0.08,1
0.08,0.09,0.1,0.06,0.58,3.09,0.46,17.86,0.29,0.0,0.03,0.1,16.31,0.85,0.01,0
0.07,0.09,0.07,0.0,0.48,7.24,2.34,0.69,0.61,0.38,0.03,0.04,0.06,0.002,0.04,0
0.23,0.006,0.27,0.01,0.59,35.48,7.88,15.42,2.96,0.42,0.05,0.06,29.2,0.003,0.01,0
3.62,0.004,0.86,0.01,1.49,37.89,4.95,0.19,0.69,0.31,0.07,0.06,18.04,0.007,0.06,1
1.15,0.007,0.65,0.02,3.47,14.6,1.74,8.96,0.97,0.58,0.01,0.03,8.12,0.58,0.06,1
1.54,0.002,0.16,0.03,4.54,11.83,4.26,9.75,1.52,0.0,0.34,0.05,1.77,0.0,0.06,1
0.03,0.02,0.06,0.06,0.09,0.35,0.04,2.87,0.47,0.72,0.01,0.04,3.27,0.72,0.02,0
0.07,0.008,0.23,0.03,6.1,59.03,4.29,16.88,3.45,0.79,0.08,0.07,21.84,0.79,0.0,0
0.19,0.008,0.34,0.02,7.59,56.89,2.74,1.2,0.71,0.22,0.18,0.02,0.75,0.002,0.06,1
0.08,0.09,0.03,0.08,0.01,8.12,2.49,4.67,0.69,0.0,0.04,0.06,2.81,0.007,0.04,1
0.09,0.04,0.02,0.06,0.03,3.06,0.89,14.79,0.33,0.0,0.04,0.05,4.16,0.004,0.02,0
1.37,0.001,0.09,0.02,5.88,13.29,4.08,17.6,0.75,0.37,0.05,0.06,6.4,0.002,0.01,1
0.02,0.0,0.06,0.04,0.07,5.04,0.32,5.81,1.61,0.0,0.05,0.08,23.6,0.67,0.09,0
0.6,0.002,0.64,0.001,0.88,31.6,2.75,11.38,3.53,0.77,0.24,0.09,2.21,0.77,0.08,1
1.87,0.008,0.37,0.03,6.16,36.11,3.83,12.09,3.02,0.73,0.33,0.06,0.07,0.73,0.07,1
3.25,0.001,0.76,0.04,5.1,9.55,0.38,15.35,0.63,0.21,0.22,0.01,10.69,0.002,0.03,1
0.04,0.05,0.01,0.02,0.07,9.72,1.86,16.25,0.5,0.0,0.01,0.05,20.89,0.59,0.02,0
0.02,0.05,0.08,0.02,0.07,0.99,5.32,15.1,0.26,0.92,0.03,0.01,8.05,0.92,0.04,0
3.31,0.001,0.73,0.03,7.22,39.4,0.49,1.92,0.46,0.25,0.47,0.04,22.07,0.007,0.05,1
0.05,0.05,0.02,0.09,0.08,0.47,5.33,6.44,3.73,0.0,0.1,0.05,8.0,0.0,0.05,0
0.05,0.09,0.02,0.0,0.03,1.25,2.39,12.69,2.74,0.61,0.07,0.08,0.58,0.61,0.06,0
4.64,0.008,0.89,0.03,4.4,29.55,3.29,7.47,3.02,0.76,0.26,0.07,19.96,0.76,0.09,1
0.09,0.1,0.04,0.01,0.04,1.82,0.38,7.61,0.04,0.31,0.1,0.07,17.84,0.009,0.07,0
1.44,0.008,0.13,0.03,3.49,48.1,5.64,8.84,2.83,0.37,0.15,0.09,3.07,0.004,0.08,1
0.06,0.01,0.04,0.09,0.01,0.84,1.42,1.9,0.86,0.0,0.02,0.01,5.58,0.003,0.07,1
0.04,0.07,0.04,0.04,0.14,0.49,2.37,14.24,1.0,0.0,0.09,0.04,20.87,0.0,0.03,0
0.18,0.01,0.48,0.67,0.88,39.78,4.51,18.59,4.23,0.19,0.05,0.06,14.03,0.005,0.02,1
0.08,0.05,0.07,0.06,0.17,4.42,0.27,11.75,0.21,0.0,0.01,0.05,18.17,0.61,0.04,0
0.84,0.003,0.72,0.03,4.62,40.52,2.41,10.58,1.89,0.08,0.04,0.08,2.8,0.005,0.04,1
0.07,0.06,0.08,0.28,5.23,24.18,2.73,5.58,2.07,0.17,0.19,0.03,21.65,0.001,0.0,0
0.09,0.02,0.51,0.63,0.76,17.68,5.58,2.03,3.23,0.7,0.38,0.09,23.88,0.7,0.03,0
0.01,0.13,0.74,0.78,5.18,3.56,3.65,4.69,0.93,0.76,0.38,0.03,16.78,0.76,0.08,0
0.07,0.07,0.06,0.06,0.03,5.31,0.28,4.15,0.7,0.0,0.08,0.01,19.12,0.92,0.04,0
0.09,0.04,0.02,0.09,0.11,3.75,0.12,1.88,0.15,0.0,0.04,0.08,7.25,0.8,0.07,0
2.39,0.005,0.23,0.02,0.98,21.22,3.24,10.15,1.14,0.98,0.44,0.05,14.48,0.98,0.0,1
0.06,0.01,0.08,0.03,0.07,1.74,0.74,17.26,0.73,0.74,0.04,0.1,26.04,0.74,0.07,0
0.05,0.007,0.15,0.03,7.57,37.78,4.74,11.43,3.74,0.99,0.03,0.01,23.19,0.99,0.03,1
1.08,0.009,0.56,0.001,4.63,22.03,3.76,13.5,3.36,0.0,0.45,0.02,4.05,0.0,0.06,1
0.17,0.006,0.38,0.04,1.12,5.73,1.08,10.34,1.87,0.57,0.03,0.04,17.69,0.57,0.01,1
2.99,0.008,0.35,0.001,1.43,27.25,2.39,16.95,2.58,0.99,0.25,0.07,0.22,0.99,0.0,1
0.1,0.003,0.54,0.02,1.07,12.23,2.42,13.92,2.77,0.04,0.23,0.05,23.9,0.007,0.0,0
2.01,0.004,0.06,0.04,6.55,14.91,6.35,9.35,2.47,0.48,0.17,0.09,7.89,0.003,0.07,1
0.05,0.002,0.56,0.03,0.96,44.62,4.28,8.47,3.41,0.43,0.05,0.02,9.34,0.006,0.02,1
0.11,0.001,0.21,0.04,6.99,14.71,4.66,7.46,0.66,0.63,0.28,0.07,3.54,0.63,0.01,1
1.06,0.006,0.36,0.001,0.23,2.16,7.47,13.79,2.43,0.42,0.49,0.09,20.37,0.006,0.08,1
0.08,0.09,0.02,0.38,1.64,56.22,4.18,15.19,2.64,0.83,0.18,0.08,14.84,0.83,0.08,0
0.04,0.002,0.18,0.01,0.97,31.61,2.01,17.54,2.22,0.43,0.25,0.02,18.93,0.003,0.06,0
4.66,0.003,0.32,0.02,6.9,15.52,1.94,16.42,3.63,0.2,0.41,0.01,2.57,0.003,0.0,1
0.03,0.03,0.0,0.02,0.4,3.65,0.23,0.75,0.54,0.0,0.01,0.04,2.37,0.75,0.05,0
0.1,0.08,0.05,0.07,0.12,0.46,2.17,18.95,0.93,0.28,0.0,0.01,0.34,0.0,0.09,0
0.0,0.09,0.07,0.07,0.49,12.19,2.44,13.65,0.04,0.16,0.06,0.08,19.57,0.005,0.07,0
4.1,0.004,0.11,0.01,2.51,18.38,5.37,4.27,3.59,0.0,0.21,0.02,6.26,0.0,0.0,1
0.73,0.001,0.71,0.04,5.92,33.58,3.57,12.18,2.93,0.19,0.01,0.03,22.36,0.004,0.05,0
2.66,0.005,0.7,0.001,1.77,27.97,0.53,15.72,2.35,0.0,0.21,0.05,1.01,0.0,0.07,1
0.0,0.09,0.06,0.07,0.29,8.74,5.73,5.51,0.28,0.0,0.02,0.07,10.9,0.0,0.02,0
0.93,0.001,0.85,0.01,3.66,14.24,1.92,6.19,3.88,0.2,0.45,0.03,7.74,0.007,0.02,1
0.09,0.03,0.06,0.06,0.53,8.62,0.2,9.87,0.2,0.48,0.03,0.03,23.12,0.007,0.05,0
2.32,0.002,0.68,0.01,5.28,32.26,3.21,2.01,3.31,0.65,0.27,0.08,21.16,0.65,0.05,1
0.65,0.001,0.37,0.001,5.17,16.85,0.67,15.69,3.72,0.3,0.21,0.03,13.96,0.005,0.06,1
0.24,0.07,0.52,1.02,4.36,16.81,6.49,0.88,3.98,0.44,0.33,0.06,21.04,0.007,0.03,0
3.6,0.004,0.19,0.01,1.41,5.85,1.54,2.57,1.04,0.0,0.16,0.09,8.62,0.0,0.01,1
0.04,0.09,0.1,0.06,0.03,6.69,0.58,18.84,0.1,0.36,0.05,0.08,19.06,0.002,0.01,0
0.92,0.007,0.82,0.04,2.34,10.16,6.85,3.1,2.29,0.2,0.15,0.01,13.22,0.003,0.07,1
0.07,0.03,0.08,0.06,0.37,0.38,4.33,14.25,1.13,0.39,0.07,0.06,10.12,0.003,0.04,0
1.03,0.005,0.62,0.01,2.5,19.33,4.62,6.94,1.79,0.62,0.41,0.02,16.96,0.62,0.07,1
0.4,0.008,0.44,0.03,4.8,45.25,6.55,17.66,0.15,0.0,0.19,0.1,10.11,0.0,0.04,0
0.06,0.007,0.7,0.05,7.74,18.56,3.9,3.01,3.63,0.64,0.41,0.05,14.93,0.64,0.04,0
2.61,0.06,0.03,0.53,3.69,49.87,4.39,10.02,4.05,0.0,0.11,0.02,1.26,0.0,0.07,0
0.03,0.03,0.07,0.0,0.11,0.3,3.61,5.75,0.98,0.35,0.03,0.04,9.55,0.003,0.01,0
0.0,0.08,0.09,0.07,0.64,12.05,1.84,14.85,0.68,0.5,0.05,0.03,9.22,0.5,0.01,0
0.06,0.06,0.7,0.57,1.82,34.8,3.54,10.35,0.9,0.87,0.47,0.02,20.51,0.87,0.07,0
0.09,0.007,0.76,0.01,1.77,11.2,2.18,11.04,1.07,0.96,0.15,0.02,18.64,0.96,0.02,0
0.99,0.004,0.36,0.05,0.41,1.01,0.63,7.85,2.01,0.0,0.19,0.03,14.51,0.0,0.04,1
2.5,0.004,0.26,0.01,2.38,33.95,7.4,13.82,0.57,0.72,0.37,0.09,10.59,0.72,0.03,1
1.51,0.003,0.88,0.02,5.71,17.24,2.3,16.16,0.06,0.27,0.0,0.07,0.14,0.002,0.0,1
0.22,0.02,0.06,0.02,3.34,31.0,1.5,2.11,4.53,0.63,0.07,0.02,10.37,0.63,0.02,1
0.1,0.03,0.47,0.2,5.65,19.87,6.89,2.34,0.72,0.89,0.12,0.06,15.74,0.89,0.08,0
3.36,0.005,0.7,0.02,1.74,14.49,3.54,9.73,0.86,0.87,0.47,0.02,20.61,0.87,0.07,1
2.76,0.005,0.19,0.02,4.25,34.48,1.62,16.16,2.0,0.87,0.21,0.01,4.15,0.87,0.08,1
3.52,0.001,0.55,0.02,7.3,6.43,5.57,15.67,1.8,0.18,0.03,0.04,27.71,0.008,0.05,1
4.27,0.004,0.2,0.001,4.79,29.45,0.6,0.01,2.3,0.41,0.31,0.04,8.4,0.002,0.06,1
3.36,0.008,0.71,0.001,7.58,29.4,7.19,6.69,0.16,0.92,0.2,0.09,14.44,0.92,0.0,1
0.38,0.001,0.04,0.04,1.64,41.93,3.5,6.15,1.05,0.28,0.47,0.01,3.92,0.005,0.09,0
0.02,0.01,0.06,0.05,0.04,2.29,1.18,9.41,0.79,0.57,0.01,0.03,0.12,0.57,0.02,0
3.04,0.001,0.46,0.05,2.52,14.55,0.68,16.17,1.87,0.09,0.09,0.02,22.29,0.008,0.02,1
0.19,0.13,0.34,1.01,2.85,23.92,3.73,5.58,2.39,0.93,0.28,0.06,15.51,0.93,0.05,0
0.03,0.09,0.19,0.65,5.62,50.93,7.36,2.22,1.07,0.97,0.1,0.03,3.34,0.97,0.0,0
4.08,0.005,0.84,0.03,5.67,2.88,4.51,0.4,2.51,0.22,0.02,0.07,5.24,0.006,0.05,1
0.02,0.008,0.73,0.03,6.26,1.88,3.24,8.21,3.56,0.88,0.09,0.06,23.26,0.88,0.07,0
1.49,0.001,0.55,0.04,7.21,15.26,6.08,2.98,0.72,0.65,0.48,0.08,20.33,0.65,0.04,1
0.1,0.005,0.53,0.02,4.18,2.08,4.51,3.77,1.53,0.19,0.07,0.1,23.77,0.001,0.02,0
4.11,0.007,0.75,0.03,4.51,24.73,5.73,13.29,2.27,0.16,0.49,0.08,7.02,0.001,0.09,1
0.34,0.002,0.12,0.05,1.51,27.45,7.65,0.23,2.3,0.0,0.19,0.08,16.82,0.0,0.03,1
0.06,0.08,0.4,0.34,2.74,0.47,5.22,7.19,4.23,0.65,0.48,0.03,23.59,0.65,0.02,0
0.05,0.12,0.35,0.61,6.43,36.6,7.37,10.6,1.89,0.44,0.36,0.08,28.82,0.001,0.09,0
0.06,0.0,0.05,0.08,0.24,4.08,0.74,8.13,0.98,0.0,0.07,0.05,0.54,0.92,0.05,0
0.02,0.06,0.06,0.08,0.49,3.88,4.56,9.58,0.13,0.0,0.02,0.02,5.58,0.005,0.03,1
1.37,0.002,0.35,0.02,6.12,21.31,4.14,18.08,2.45,0.63,0.12,0.04,19.98,0.63,0.05,1
4.78,0.008,0.79,0.03,1.9,41.91,6.38,13.57,2.38,0.0,0.34,0.02,2.05,0.0,0.07,1
0.97,0.04,0.69,0.17,2.91,27.28,2.41,7.37,0.43,0.0,0.06,0.02,24.23,0.0,0.02,1
0.07,0.05,0.45,0.38,4.53,44.22,6.28,6.52,3.73,0.97,0.42,0.01,1.44,0.97,0.08,0
2.94,0.001,0.57,0.03,2.21,27.88,6.11,7.66,2.65,0.09,0.24,0.05,11.86,0.006,0.0,1
0.07,0.004,0.48,0.02,4.15,55.52,7.11,7.38,1.65,0.75,0.46,0.07,4.48,0.75,0.07,0
0.19,0.002,0.13,0.001,1.03,59.26,0.8,15.41,3.27,0.1,0.07,0.07,27.55,0.001,0.0,0
1.92,0.001,0.02,0.03,1.19,26.22,4.18,15.17,1.69,0.83,0.18,0.08,14.94,0.83,0.08,1
0.09,0.05,0.01,0.03,0.09,7.56,0.32,2.8,3.87,0.04,0.08,0.09,5.45,0.003,0.02,0
0.02,0.09,0.05,0.0,0.04,0.11,2.94,6.92,0.74,0.0,0.02,0.05,23.35,0.8,0.06,0
2.89,0.002,0.62,0.01,2.5,31.62,4.54,0.55,0.7,0.2,0.48,0.06,26.86,0.008,0.02,1
2.94,0.004,0.88,0.03,2.2,0.34,1.63,2.64,1.08,0.58,0.01,0.01,24.44,0.58,0.06,1
0.06,0.04,0.04,0.06,0.08,1.8,0.68,6.45,0.21,0.0,0.07,0.01,8.11,0.009,0.07,1
4.98,0.003,0.81,0.04,1.1,13.7,1.71,2.06,3.91,0.0,0.49,0.05,7.48,0.0,0.02,1
0.04,0.1,0.09,0.04,0.1,0.09,1.79,6.64,0.46,0.34,0.01,0.06,20.35,0.005,0.01,0
0.03,0.0,0.04,0.09,0.23,0.12,0.53,1.73,0.14,0.0,0.02,0.04,9.83,0.006,0.03,1
0.08,0.09,0.63,0.49,7.11,56.66,4.28,4.51,3.12,0.09,0.03,0.08,26.12,0.006,0.07,0
0.05,0.03,0.01,0.1,0.45,0.77,2.72,11.5,0.07,0.0,0.09,0.07,0.37,0.003,0.05,0
3.46,0.001,0.46,0.01,2.13,50.82,2.0,1.45,1.82,0.7,0.28,0.09,4.78,0.7,0.0,1
0.78,0.006,0.53,0.01,1.8,42.43,1.67,8.69,3.38,0.03,0.12,0.01,6.58,0.003,0.09,1
4.23,0.12,0.77,0.12,0.79,22.95,6.2,14.47,1.3,0.0,0.12,0.07,29.17,0.0,0.07,0
0.1,0.08,0.01,0.1,0.04,6.66,0.58,11.69,2.34,0.67,0.07,0.07,6.79,0.67,0.0,0
2.78,0.006,0.33,0.04,1.09,28.44,2.54,9.96,2.44,0.15,0.5,0.04,0.51,0.001,0.09,1
1.4,0.008,0.52,0.04,0.83,29.73,6.88,18.99,3.14,0.13,0.47,0.0,5.43,0.005,0.08,1
0.01,0.12,0.07,0.36,8.11,44.63,5.18,19.04,1.69,0.59,0.07,0.06,15.07,0.59,0.02,0
3.57,0.002,0.66,0.04,0.63,6.85,1.57,14.75,1.16,0.0,0.13,0.08,28.81,0.0,0.07,1
0.0,0.05,0.04,0.01,0.1,6.4,0.83,1.51,0.62,0.07,0.03,0.09,18.86,0.008,0.04,0
2.33,0.008,0.89,0.04,6.37,9.33,0.54,8.16,2.4,0.8,0.13,0.1,4.57,0.8,0.05,1
0.04,0.01,0.09,0.09,0.49,0.31,0.56,16.38,0.23,0.0,0.02,0.01,0.8,0.0,0.06,0
3.01,0.003,0.46,0.01,3.41,32.08,4.26,11.15,3.99,0.84,0.26,0.08,13.84,0.84,0.07,1
2.36,0.001,0.7,0.01,5.83,28.19,0.15,11.75,0.1,0.0,0.38,0.05,18.71,0.0,0.04,1
0.09,0.008,0.46,0.02,1.41,36.36,3.46,9.14,1.63,0.25,0.23,0.1,12.25,0.002,0.04,0
4.25,0.008,0.37,0.04,0.4,15.8,0.73,13.37,1.11,0.19,0.42,0.01,28.9,0.001,0.03,1
0.85,0.13,0.2,0.58,1.25,8.8,3.42,12.02,3.24,0.0,0.15,0.03,13.49,0.0,0.03,0
